PA,K%,BB%,ISO,Spd,LD%,GB%,FB%,IFFB%,HR/FB,Soft%,Med%,Hard%,Swing%,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,Def,HR,AVG,OBP,SLG,wOBA,wRC+,BsR,WAR
185,15.70%,10.80%,0.043,5.9,24.80%,39.80%,35.30%,17.00%,0.00%,32.60%,43.70%,23.70%,43.40%,28.50%,58.90%,67.90%,91.70%,-4.7,0,0.245,0.332,0.288,0.285,80,-0.1,-0.3
125,24.00%,8.00%,0.114,3.8,15.50%,48.80%,35.70%,10.00%,10.00%,23.80%,52.40%,23.80%,40.80%,22.20%,61.90%,54.20%,82.90%,-0.2,3,0.228,0.296,0.342,0.284,73,-1.7,-0.2
372,11.30%,5.40%,0.101,1.9,23.30%,44.00%,32.70%,5.90%,5.00%,17.40%,56.10%,26.50%,47.80%,30.70%,65.90%,76.90%,93.10%,0.7,5,0.253,0.291,0.353,0.284,77,-7.4,-0.6
116,27.60%,3.40%,0.188,1.1,21.30%,43.80%,35.00%,0.00%,17.90%,12.50%,46.30%,41.30%,60.10%,49.10%,73.70%,61.20%,80.20%,-4.2,5,0.223,0.25,0.411,0.284,81,-1.6,-0.5
174,15.50%,7.50%,0.094,3.5,25.80%,47.00%,27.30%,13.90%,2.80%,14.90%,53.70%,31.30%,41.70%,28.30%,56.00%,65.70%,94.70%,0.6,1,0.245,0.302,0.34,0.284,84,1.2,0.5
208,36.50%,9.60%,0.168,2.3,20.00%,30.00%,50.00%,14.50%,14.50%,18.20%,47.30%,34.60%,47.70%,27.60%,71.00%,34.90%,73.20%,-6.2,8,0.201,0.284,0.37,0.284,73,-1.4,-0.7
186,22.00%,5.40%,0.137,2.2,20.10%,41.00%,38.80%,7.70%,9.60%,11.90%,50.40%,37.80%,52.60%,41.40%,68.90%,69.80%,83.90%,-0.3,5,0.24,0.28,0.377,0.284,79,0.9,0.2
352,19.90%,8.20%,0.142,2.9,15.50%,51.00%,33.50%,9.50%,10.70%,16.30%,54.20%,29.50%,40.60%,22.60%,57.80%,65.50%,85.70%,-1.4,9,0.217,0.284,0.358,0.283,77,-0.9,-0.1
484,27.50%,10.10%,0.133,1,17.60%,42.90%,39.50%,6.00%,10.30%,12.10%,54.00%,33.90%,43.20%,26.30%,61.60%,51.50%,85.80%,-12.9,12,0.207,0.293,0.34,0.283,77,-2.2,-1.3
195,34.90%,9.20%,0.177,6.7,26.90%,34.30%,38.90%,19.00%,14.30%,25.00%,42.60%,32.40%,46.80%,34.10%,59.80%,49.70%,83.50%,-1.9,6,0.2,0.277,0.377,0.283,76,1.9,0.1
362,37.00%,13.80%,0.168,2.4,14.10%,39.50%,46.30%,20.70%,15.90%,22.00%,48.60%,29.40%,42.90%,25.10%,63.20%,49.80%,71.60%,-13.3,13,0.168,0.285,0.335,0.283,81,0.9,-0.9
223,20.60%,4.50%,0.112,3.9,15.90%,47.00%,37.20%,9.80%,6.60%,26.80%,45.10%,28.10%,51.30%,33.30%,68.20%,63.10%,88.80%,-2.3,4,0.248,0.287,0.359,0.283,70,0.7,-0.2
201,23.90%,5.50%,0.138,4.7,26.80%,47.90%,25.40%,2.80%,11.10%,14.80%,59.90%,25.40%,48.50%,31.60%,66.20%,61.40%,89.50%,-6.6,4,0.239,0.279,0.378,0.283,72,-1.3,-0.9
165,16.40%,5.50%,0.078,1.8,26.80%,42.50%,30.70%,7.70%,0.00%,17.20%,60.90%,21.90%,43.40%,28.50%,57.40%,76.50%,87.40%,-5,0,0.255,0.299,0.333,0.283,66,-2,-0.9
203,27.60%,4.90%,0.171,1,14.10%,36.30%,49.60%,7.50%,9.00%,13.20%,53.70%,33.10%,50.90%,34.60%,69.00%,51.40%,83.30%,-0.7,6,0.23,0.267,0.401,0.282,72,-0.5,-0.2
317,24.90%,7.60%,0.115,2.8,20.80%,41.60%,37.60%,10.50%,9.20%,28.40%,46.50%,25.10%,47.00%,30.80%,63.70%,61.40%,85.50%,0.1,7,0.223,0.289,0.338,0.282,73,2.6,0.3
175,17.10%,10.30%,0.059,3.9,26.40%,52.80%,20.80%,3.80%,0.00%,16.00%,57.60%,26.40%,42.40%,26.80%,59.10%,62.60%,93.60%,-1.3,0,0.25,0.328,0.309,0.282,72,-1.9,-0.3
240,26.30%,2.10%,0.116,4.2,20.40%,47.80%,31.80%,14.00%,8.00%,24.70%,48.80%,26.50%,54.10%,36.30%,72.80%,51.90%,81.00%,-1.5,4,0.246,0.281,0.362,0.281,77,-2,-0.3
193,12.40%,5.70%,0.075,7.1,14.20%,42.60%,43.20%,10.90%,0.00%,23.10%,50.00%,26.90%,56.20%,36.70%,76.90%,74.50%,96.80%,2.5,0,0.253,0.303,0.328,0.281,66,1.5,0.2
183,26.80%,7.70%,0.198,0.8,16.00%,50.40%,33.60%,0.00%,22.50%,10.90%,52.10%,37.00%,48.80%,38.10%,61.90%,59.60%,82.50%,-4.1,9,0.198,0.262,0.395,0.281,73,-1.2,-0.6
225,17.30%,8.90%,0.096,0.6,16.00%,47.20%,36.80%,11.70%,8.30%,24.40%,46.30%,29.30%,42.70%,25.70%,62.30%,72.00%,89.60%,-7.8,5,0.234,0.304,0.33,0.28,70,-2.7,-1.2
256,32.40%,11.30%,0.129,0.8,20.70%,51.10%,28.10%,7.90%,15.80%,20.70%,44.40%,34.80%,41.90%,27.20%,60.40%,49.70%,79.30%,-7.4,6,0.189,0.309,0.318,0.28,75,-0.8,-0.8
221,19.00%,8.60%,0.071,3,29.40%,34.60%,35.90%,10.90%,3.60%,15.90%,58.60%,25.50%,40.10%,26.50%,53.60%,81.80%,91.10%,-6.6,2,0.234,0.309,0.305,0.28,66,-0.8,-1
106,21.70%,13.20%,0.067,2.8,17.40%,56.50%,26.10%,0.00%,5.60%,14.50%,46.40%,39.10%,47.00%,33.30%,59.60%,75.90%,78.60%,1.6,1,0.222,0.321,0.289,0.279,64,-0.3,0
115,27.80%,10.40%,0.099,6.1,29.00%,36.20%,34.80%,8.30%,4.20%,13.00%,58.00%,29.00%,42.90%,26.30%,61.60%,50.00%,84.00%,-1.7,1,0.218,0.313,0.317,0.278,78,1,0
307,22.80%,4.60%,0.178,2.9,13.80%,40.80%,45.40%,12.10%,11.10%,17.30%,42.30%,40.50%,54.00%,43.00%,67.00%,60.60%,81.10%,-5.1,11,0.216,0.258,0.394,0.278,62,0.3,-1
144,36.10%,9.70%,0.116,3.3,27.30%,42.90%,29.90%,17.40%,13.00%,25.60%,37.20%,37.20%,46.10%,34.30%,60.90%,50.90%,74.80%,-2.4,3,0.217,0.294,0.333,0.278,65,-0.9,-0.5
276,23.90%,8.70%,0.137,1.8,18.50%,42.40%,39.10%,8.30%,9.70%,16.90%,46.70%,36.40%,43.40%,26.60%,63.10%,51.60%,87.50%,-4.7,7,0.202,0.275,0.339,0.277,78,-0.8,-0.4
467,22.30%,6.20%,0.152,4.4,16.70%,48.60%,34.70%,8.80%,13.20%,15.20%,50.20%,34.70%,43.70%,32.90%,57.00%,66.20%,85.70%,-9.4,15,0.218,0.272,0.37,0.277,67,1,-1.3
182,19.80%,10.40%,0.098,2.5,26.80%,48.00%,25.20%,18.80%,6.30%,18.90%,52.80%,28.40%,43.30%,25.90%,61.10%,66.70%,92.60%,-1.3,2,0.215,0.297,0.313,0.276,62,-1.6,-0.6
409,16.40%,5.40%,0.121,4.3,22.50%,36.80%,40.60%,9.40%,5.50%,23.80%,61.10%,15.10%,48.10%,32.30%,63.40%,70.10%,90.70%,0.4,7,0.234,0.277,0.355,0.276,75,1.9,0.4
131,26.70%,5.30%,0.107,2.7,20.70%,50.60%,28.70%,8.00%,12.00%,9.20%,62.10%,28.70%,52.30%,34.50%,67.40%,63.60%,88.60%,1.2,3,0.231,0.282,0.339,0.276,73,-0.7,0
252,17.10%,6.30%,0.113,0.9,21.90%,41.10%,37.00%,5.60%,4.20%,14.10%,53.70%,32.30%,50.50%,35.30%,67.10%,63.60%,85.50%,-5.7,3,0.242,0.287,0.355,0.275,69,-3.6,-1.1
288,15.30%,6.60%,0.106,0.8,18.50%,35.10%,46.40%,13.60%,3.90%,25.70%,51.80%,22.50%,50.00%,34.40%,68.40%,70.20%,89.00%,-3.7,4,0.227,0.285,0.333,0.275,68,-1.7,-0.7
184,29.30%,4.90%,0.109,1.3,25.60%,51.20%,23.10%,3.60%,17.90%,23.10%,48.80%,28.10%,46.70%,33.50%,63.50%,47.40%,85.60%,-3.6,5,0.24,0.277,0.349,0.275,69,-1.9,-0.7
208,26.00%,10.10%,0.129,0.7,18.90%,37.90%,43.20%,8.80%,10.50%,15.20%,57.60%,27.30%,38.30%,23.80%,54.30%,60.90%,85.50%,-6.4,6,0.194,0.279,0.323,0.275,75,-2.8,-0.9
111,28.80%,5.40%,0.163,0.9,14.90%,47.80%,37.30%,8.00%,16.00%,7.10%,62.90%,30.00%,54.00%,41.50%,67.00%,56.60%,78.90%,0.3,4,0.204,0.264,0.367,0.274,67,-1.4,-0.2
255,29.00%,3.90%,0.082,2.3,21.20%,47.60%,31.20%,0.00%,5.70%,12.40%,57.10%,30.60%,49.70%,36.40%,64.30%,42.30%,86.50%,-2.7,3,0.255,0.286,0.337,0.274,69,0.6,-0.3
280,16.80%,13.90%,0.055,2.7,19.40%,37.70%,42.90%,13.40%,0.00%,21.90%,51.00%,27.10%,38.80%,16.50%,57.30%,74.20%,90.10%,-2.8,0,0.212,0.325,0.267,0.274,71,-0.7,-0.4
401,27.70%,9.00%,0.122,1,24.20%,37.70%,38.10%,13.50%,8.30%,15.80%,51.60%,32.70%,44.40%,27.00%,61.60%,52.00%,85.10%,-16,8,0.208,0.278,0.331,0.274,71,-0.5,-1.8
159,31.40%,5.00%,0.097,3,17.00%,39.40%,43.60%,12.20%,4.90%,25.50%,39.40%,35.10%,50.90%,39.20%,65.50%,62.50%,85.70%,0.1,2,0.222,0.296,0.319,0.273,65,-0.3,-0.2
326,17.20%,7.70%,0.124,2.3,16.80%,41.00%,42.20%,15.50%,6.80%,19.70%,51.20%,29.10%,46.90%,29.30%,63.60%,72.30%,88.40%,-1.2,7,0.217,0.279,0.341,0.272,69,-1.4,-0.5
465,11.00%,6.00%,0.088,1.5,24.70%,45.80%,29.40%,6.20%,5.30%,20.20%,55.70%,24.10%,48.00%,31.90%,65.20%,76.40%,94.00%,-0.8,6,0.249,0.293,0.336,0.272,69,-3.5,-0.7
120,25.00%,4.20%,0.096,2.9,17.90%,54.80%,27.40%,8.70%,8.70%,15.30%,62.40%,22.40%,45.70%,29.10%,61.80%,60.00%,85.80%,-4.7,2,0.243,0.275,0.339,0.272,60,-0.2,-0.7
500,9.80%,5.20%,0.104,2.9,15.70%,55.80%,28.50%,15.30%,10.20%,17.70%,62.00%,20.30%,45.50%,29.50%,60.10%,70.00%,95.70%,-10.7,12,0.229,0.28,0.333,0.271,70,-3.3,-1.6
401,17.00%,6.70%,0.12,0.8,17.80%,48.80%,33.30%,8.90%,7.90%,16.50%,53.50%,30.00%,47.80%,33.90%,63.90%,63.40%,87.30%,-11.5,8,0.218,0.274,0.338,0.271,72,-5.7,-1.8
191,19.90%,4.20%,0.169,3.2,10.30%,41.90%,47.80%,13.80%,12.30%,19.20%,50.40%,30.50%,54.30%,34.50%,73.80%,64.70%,86.20%,-2.6,8,0.202,0.253,0.371,0.271,66,-1.4,-0.6
457,12.50%,7.70%,0.118,1.5,17.50%,55.40%,27.10%,7.10%,9.20%,16.00%,57.70%,26.20%,44.20%,24.00%,61.90%,75.80%,92.80%,-9.3,9,0.217,0.28,0.336,0.27,69,-6.7,-1.7
222,27.90%,4.50%,0.192,1.3,16.10%,33.60%,50.30%,15.30%,13.90%,14.00%,49.00%,37.10%,54.20%,39.00%,72.20%,62.40%,79.80%,-8.6,10,0.177,0.239,0.369,0.27,66,-1.4,-1.2
111,9.00%,2.70%,0.106,4.9,24.20%,50.50%,25.30%,12.50%,0.00%,20.00%,49.50%,30.50%,43.00%,28.80%,57.40%,83.60%,93.30%,-2.6,0,0.24,0.279,0.346,0.27,64,0.2,-0.4
189,28.00%,6.90%,0.087,1.5,20.80%,35.00%,44.20%,24.50%,5.70%,22.50%,49.20%,28.30%,43.00%,27.50%,59.20%,50.00%,89.70%,3,3,0.221,0.286,0.308,0.27,56,-2.4,-0.3
152,24.30%,5.30%,0.146,2.1,18.70%,45.80%,35.50%,10.50%,13.20%,19.60%,57.90%,22.40%,49.20%,37.00%,64.40%,61.30%,88.10%,-3.7,5,0.215,0.257,0.361,0.269,66,0.4,-0.5
505,22.40%,6.90%,0.1,2.7,21.10%,54.00%,24.90%,1.10%,9.20%,19.70%,49.70%,30.60%,45.50%,27.90%,62.50%,61.20%,90.30%,-5.8,8,0.215,0.279,0.315,0.269,68,-6.9,-1.7
114,16.70%,5.30%,0.143,3.1,11.60%,47.70%,40.70%,17.10%,11.40%,19.50%,54.00%,26.40%,51.80%,34.60%,69.70%,54.90%,86.00%,1.2,4,0.21,0.265,0.352,0.269,72,-0.9,0
496,35.70%,15.10%,0.118,0.9,20.00%,32.50%,47.50%,13.20%,9.60%,23.80%,46.30%,30.00%,42.00%,26.50%,61.40%,53.00%,78.80%,-15.5,11,0.159,0.292,0.277,0.268,60,-5.4,-2.9
117,20.50%,8.50%,0.155,0.7,13.80%,48.80%,37.50%,3.30%,10.00%,16.10%,58.00%,25.90%,45.00%,31.70%,62.50%,61.50%,88.00%,-0.2,3,0.184,0.265,0.34,0.267,61,0.2,-0.2
204,10.30%,9.80%,0.044,2.3,19.80%,41.40%,38.90%,6.30%,0.00%,15.40%,67.30%,17.30%,41.20%,21.70%,57.80%,76.90%,92.60%,2.2,0,0.232,0.309,0.276,0.267,59,-0.8,-0.2
129,20.90%,12.40%,0.17,1.9,16.50%,49.40%,34.10%,17.20%,17.20%,15.10%,55.80%,29.10%,40.80%,23.10%,61.30%,66.20%,89.30%,-0.4,5,0.17,0.271,0.339,0.267,66,-1.7,-0.3
118,19.50%,2.50%,0.071,0.1,25.60%,34.40%,40.00%,19.40%,0.00%,17.80%,56.70%,25.60%,55.20%,39.60%,70.00%,63.20%,93.00%,-1.8,0,0.257,0.276,0.327,0.267,63,-0.8,-0.4
264,29.50%,7.20%,0.107,0.9,27.30%,44.80%,27.90%,4.30%,10.90%,16.30%,50.00%,33.70%,48.50%,34.10%,62.80%,42.60%,88.10%,-1.8,5,0.222,0.281,0.329,0.267,64,-2.7,-0.8
110,15.50%,7.30%,0.05,4.8,24.10%,43.40%,32.50%,18.50%,0.00%,23.50%,50.60%,25.90%,47.60%,28.40%,65.80%,65.00%,88.80%,-1.2,0,0.238,0.294,0.287,0.266,55,0.1,-0.3
178,32.60%,4.50%,0.126,1.3,18.20%,40.00%,41.80%,15.20%,8.70%,20.70%,51.40%,27.90%,53.60%,38.20%,69.10%,51.20%,80.20%,-8.1,4,0.222,0.26,0.347,0.265,63,-1.1,-1.2
267,15.00%,8.20%,0.072,1.9,23.00%,43.50%,33.50%,20.90%,3.00%,22.00%,59.50%,18.50%,52.30%,34.00%,70.60%,74.70%,88.40%,-0.9,2,0.228,0.303,0.3,0.265,65,-0.9,-0.5
214,12.60%,5.10%,0.077,3.9,20.20%,54.00%,25.80%,7.10%,2.40%,22.90%,57.10%,20.00%,49.40%,35.30%,64.20%,75.50%,90.50%,4.3,1,0.247,0.288,0.325,0.265,63,-0.2,0.1
200,22.50%,5.50%,0.16,0.7,17.50%,39.90%,42.70%,11.50%,9.80%,16.10%,53.90%,30.10%,50.60%,33.80%,66.60%,63.50%,83.10%,-5.7,6,0.203,0.25,0.364,0.263,61,0.1,-0.9
262,14.50%,3.80%,0.073,1.5,25.40%,48.80%,25.80%,7.40%,1.90%,16.60%,60.70%,22.80%,46.30%,27.60%,63.30%,70.60%,93.40%,-5.4,1,0.239,0.276,0.312,0.262,44,0,-1.5
177,25.40%,9.00%,0.1,1.4,12.30%,46.50%,41.20%,8.50%,8.50%,24.10%,49.10%,26.70%,42.80%,21.10%,64.10%,47.10%,84.00%,-0.9,4,0.2,0.273,0.3,0.258,54,0,-0.5
145,23.40%,9.00%,0.134,2.5,19.10%,46.80%,34.00%,3.10%,12.50%,17.00%,55.30%,27.70%,43.80%,21.60%,67.80%,55.70%,81.90%,-3.2,4,0.173,0.269,0.307,0.258,59,-0.6,-0.6
177,20.90%,14.10%,0.086,2.6,19.10%,42.60%,38.30%,6.80%,6.80%,17.40%,54.80%,27.80%,37.70%,18.00%,59.60%,54.30%,87.00%,0.6,3,0.172,0.288,0.258,0.258,58,-0.1,-0.3
150,20.70%,9.30%,0.134,4.4,14.70%,55.90%,29.40%,3.30%,6.70%,16.20%,53.30%,30.50%,46.40%,36.20%,59.10%,59.00%,90.90%,0.2,2,0.194,0.268,0.328,0.257,51,0.2,-0.4
152,19.70%,7.90%,0.071,0.1,15.60%,42.20%,42.20%,8.70%,2.20%,18.20%,67.30%,14.60%,39.40%,23.90%,52.40%,65.10%,90.30%,-6.5,1,0.214,0.276,0.286,0.257,51,-1.5,-1.2
409,17.40%,3.40%,0.143,1.7,16.10%,43.00%,40.90%,9.80%,9.80%,19.20%,47.40%,33.40%,54.60%,35.80%,74.00%,68.80%,87.80%,-7.5,13,0.212,0.24,0.355,0.257,54,-1.4,-1.9
224,22.80%,4.50%,0.111,0.8,22.60%,40.90%,36.50%,10.30%,8.60%,19.50%,54.10%,26.40%,46.50%,29.70%,63.50%,58.70%,86.10%,-5.9,5,0.207,0.254,0.317,0.257,59,-2.6,-1.2
154,24.00%,3.90%,0.167,0.4,20.40%,46.30%,33.30%,19.40%,19.40%,16.50%,53.20%,30.30%,45.30%,28.10%,61.60%,53.90%,80.00%,0.1,7,0.201,0.237,0.368,0.256,55,0.4,-0.3
147,27.90%,9.50%,0.114,2.2,15.40%,47.30%,37.40%,8.80%,5.90%,18.50%,47.80%,33.70%,46.90%,30.90%,66.50%,36.60%,81.00%,-6.7,2,0.197,0.272,0.311,0.255,56,-2.1,-1.3
136,29.40%,11.00%,0.1,3.6,22.20%,42.00%,35.80%,6.90%,3.40%,11.10%,59.30%,29.60%,47.40%,34.00%,63.00%,60.90%,85.10%,-1.9,1,0.192,0.279,0.292,0.252,44,-0.8,-0.7
136,18.40%,5.10%,0.124,1,15.40%,30.80%,53.80%,8.90%,7.10%,23.10%,54.80%,22.10%,47.90%,31.80%,65.40%,60.00%,90.90%,-0.6,4,0.202,0.243,0.326,0.252,54,-1.9,-0.6
117,23.10%,3.40%,0.046,0.7,18.80%,42.40%,38.80%,9.10%,0.00%,28.20%,43.50%,28.20%,47.90%,32.60%,61.70%,58.70%,85.60%,-3.8,0,0.248,0.274,0.294,0.252,53,0.2,-0.7
153,30.10%,13.70%,0.102,4.2,13.40%,42.70%,43.90%,5.60%,2.80%,23.20%,52.40%,24.40%,46.80%,32.80%,65.20%,51.40%,80.20%,-1.4,1,0.141,0.281,0.242,0.248,59,-1.2,-0.5
149,20.80%,10.70%,0.056,3.3,20.60%,46.40%,33.00%,15.60%,0.00%,19.60%,55.70%,24.70%,44.10%,29.50%,60.00%,65.90%,86.20%,-0.6,0,0.175,0.289,0.23,0.248,50,-1.8,-0.6
141,34.00%,12.80%,0.098,0.9,12.00%,49.30%,38.70%,10.30%,10.30%,16.00%,52.00%,32.00%,43.40%,28.30%,63.10%,48.30%,82.20%,-5.2,3,0.164,0.27,0.262,0.245,51,0.1,-0.9
184,28.30%,10.30%,0.061,3.2,27.40%,43.40%,29.20%,15.20%,6.10%,17.70%,55.80%,26.60%,39.80%,20.20%,57.40%,52.80%,84.30%,-1,2,0.188,0.272,0.248,0.243,53,0.6,-0.4
258,19.40%,8.10%,0.076,1.5,18.70%,56.70%,24.60%,8.70%,4.30%,17.10%,61.00%,21.90%,45.50%,28.00%,64.20%,58.30%,88.70%,-2.2,2,0.198,0.264,0.274,0.243,52,-5,-1.4
158,15.80%,7.60%,0.078,1.9,25.60%,41.90%,32.50%,13.20%,5.30%,28.90%,52.90%,18.20%,41.80%,24.00%,56.40%,75.00%,92.40%,-5.5,2,0.206,0.263,0.284,0.241,50,-0.3,-1
133,18.00%,6.00%,0.066,1.1,12.90%,47.50%,39.60%,20.00%,5.00%,23.80%,53.50%,22.80%,49.40%,31.90%,66.10%,49.30%,88.00%,1.4,2,0.213,0.256,0.279,0.236,37,-1.5,-0.6
130,27.70%,13.10%,0.099,2.6,18.70%,41.30%,40.00%,3.30%,10.00%,11.70%,61.00%,27.30%,42.10%,22.90%,60.10%,47.50%,79.40%,-1.8,3,0.144,0.256,0.243,0.236,36,-0.4,-0.8
105,20.00%,6.70%,0.053,1.3,14.70%,42.70%,42.70%,6.30%,3.10%,13.20%,59.20%,27.60%,40.20%,20.30%,56.30%,44.70%,83.90%,-3.3,1,0.202,0.26,0.255,0.235,45,-1,-0.8
155,18.10%,4.50%,0.09,0.5,16.80%,39.50%,43.70%,5.80%,5.80%,16.00%,61.30%,22.70%,51.70%,36.80%,67.20%,69.00%,90.90%,0.8,3,0.194,0.232,0.285,0.227,44,-2.2,-0.7
164,31.70%,6.10%,0.1,5.3,14.40%,38.10%,47.40%,17.40%,4.30%,23.50%,48.00%,28.60%,51.90%,40.10%,64.80%,49.20%,83.90%,-3.9,2,0.173,0.244,0.273,0.223,35,0.7,-1.2
156,12.80%,2.60%,0.093,6.4,15.40%,41.50%,43.10%,14.30%,1.80%,19.90%,55.00%,25.20%,53.00%,33.90%,68.80%,74.70%,95.60%,-3.2,1,0.187,0.212,0.28,0.214,27,0.8,-1.2
108,25.90%,13.90%,0.033,0.1,20.00%,46.20%,33.80%,4.50%,0.00%,18.50%,69.20%,12.30%,40.60%,21.80%,60.20%,53.30%,89.00%,-0.3,0,0.13,0.25,0.163,0.208,19,-0.2,-0.8
118,22.00%,2.50%,0.053,2.6,27.60%,42.50%,29.90%,15.40%,3.80%,18.20%,50.00%,31.80%,51.50%,43.30%,59.40%,64.30%,88.30%,-2.7,1,0.177,0.203,0.23,0.194,11,1.6,-1
