PA,K%,BB%,ISO,Spd,LD%,GB%,FB%,IFFB%,HR/FB,Soft%,Med%,Hard%,Swing% (pi),O-Swing% (pi),Z-Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Def,HR,AVG,OBP,SLG,wOBA,wRC+,BsR,WAR
177,23.20%,6.80%,0.092,2.8,24.60%,30.30%,45.10%,18.20%,5.50%,21.10%,50.40%,28.50%,45.40%,26.50%,62.90%,57.10%,89.70%,2.8,3,0.227,0.284,0.319,0.266,60,1.4,0.2
196,15.80%,9.70%,0.082,2.1,22.10%,41.40%,36.40%,11.80%,3.90%,20.10%,49.30%,30.60%,38.30%,19.30%,56.60%,69.90%,93.70%,2.9,2,0.216,0.301,0.298,0.266,64,-1.3,-0.1
134,22.40%,3.00%,0.11,3.6,16.80%,41.10%,42.10%,17.50%,5.00%,27.80%,50.50%,21.70%,53.70%,38.30%,68.10%,53.30%,84.80%,2.6,2,0.228,0.269,0.339,0.266,57,0.5,0
230,26.50%,6.50%,0.07,1.1,23.50%,49.00%,27.50%,0.00%,4.80%,12.40%,57.50%,30.10%,49.30%,29.50%,68.30%,60.50%,80.60%,7.8,2,0.234,0.287,0.304,0.266,65,-0.7,0.5
137,20.40%,7.30%,0.105,1.7,26.00%,53.10%,20.80%,5.00%,10.00%,15.30%,66.30%,18.40%,52.30%,34.70%,69.00%,76.90%,87.40%,5.8,2,0.218,0.281,0.323,0.266,63,-2.3,0.2
110,15.50%,7.30%,0.05,4.8,24.10%,43.40%,32.50%,18.50%,0.00%,23.50%,50.60%,25.90%,47.60%,28.40%,65.80%,65.00%,88.80%,-1.2,0,0.238,0.294,0.287,0.266,55,0.1,-0.3
214,19.20%,9.30%,0.041,2.6,21.20%,52.30%,26.50%,5.00%,0.00%,13.10%,60.10%,26.80%,44.90%,28.50%,61.00%,64.90%,89.20%,1.4,0,0.238,0.31,0.28,0.266,70,0.3,0.1
275,34.20%,5.10%,0.16,1.5,17.20%,41.70%,41.10%,10.40%,14.90%,17.80%,49.70%,32.50%,52.20%,36.40%,68.10%,38.00%,81.60%,4.8,10,0.195,0.247,0.355,0.265,61,-3.6,-0.2
155,26.50%,6.50%,0.115,1.8,21.40%,49.00%,29.60%,10.30%,13.80%,18.50%,48.50%,33.00%,47.00%,30.70%,63.20%,56.20%,86.40%,0.3,4,0.216,0.272,0.331,0.265,59,-2.7,-0.5
504,20.00%,4.20%,0.128,0.9,19.60%,55.50%,24.90%,6.30%,15.80%,15.50%,58.10%,26.40%,53.80%,35.40%,74.00%,56.10%,88.50%,11.1,15,0.229,0.258,0.358,0.265,62,-1.6,0.3
442,16.50%,4.50%,0.093,2.6,17.30%,40.90%,41.80%,12.10%,4.30%,15.10%,53.80%,31.10%,45.80%,29.00%,59.60%,73.20%,90.10%,13.5,6,0.235,0.276,0.328,0.264,63,-1.7,0.8
110,19.10%,7.30%,0.119,2.3,19.80%,42.00%,38.30%,3.20%,9.70%,12.40%,63.00%,24.70%,47.90%,29.20%,66.30%,48.20%,85.50%,-1.5,3,0.208,0.264,0.327,0.263,65,-1.2,-0.4
209,22.00%,12.00%,0.09,2.8,12.10%,52.30%,35.60%,14.90%,4.30%,19.10%,51.50%,29.40%,39.10%,22.30%,52.80%,58.80%,87.50%,1.8,2,0.191,0.293,0.281,0.263,64,-0.7,-0.1
328,27.40%,9.10%,0.124,2.7,11.30%,35.90%,52.80%,20.40%,8.70%,27.30%,50.70%,22.00%,46.70%,28.30%,65.00%,50.00%,78.90%,9.9,9,0.194,0.275,0.318,0.263,55,-0.1,0.3
201,24.40%,7.00%,0.1,1.7,20.30%,39.10%,40.60%,18.50%,3.70%,34.10%,44.20%,21.70%,49.70%,34.10%,64.30%,54.70%,89.60%,5.2,2,0.222,0.276,0.322,0.262,63,-1.2,0.2
262,14.50%,3.80%,0.073,1.5,25.40%,48.80%,25.80%,7.40%,1.90%,16.60%,60.70%,22.80%,46.30%,27.60%,63.30%,70.60%,93.40%,-5.4,1,0.239,0.276,0.312,0.262,44,0,-1.5
202,17.30%,9.90%,0.131,1.5,14.30%,42.90%,42.90%,15.00%,8.30%,29.50%,52.10%,18.50%,47.20%,30.80%,63.70%,65.00%,91.70%,2.9,5,0.193,0.276,0.324,0.262,65,-2.3,-0.1
203,30.00%,6.90%,0.108,4.3,23.20%,41.60%,35.20%,11.40%,4.50%,16.70%,52.40%,31.00%,51.70%,35.00%,67.70%,43.00%,81.00%,5.1,2,0.215,0.277,0.323,0.262,51,-0.4,-0.2
132,27.30%,3.00%,0.095,3,15.90%,40.90%,43.20%,15.80%,5.30%,19.80%,53.90%,26.40%,51.80%,31.20%,69.30%,45.30%,81.40%,2.7,2,0.238,0.267,0.333,0.261,61,0.8,0.1
184,23.90%,12.50%,0.111,2.2,15.50%,53.60%,30.90%,11.80%,8.80%,22.20%,53.00%,24.80%,39.50%,19.60%,62.20%,50.00%,86.90%,6.9,3,0.183,0.285,0.294,0.261,57,0.1,0.4
340,14.40%,8.80%,0.061,3.4,18.60%,41.70%,39.70%,11.50%,4.20%,20.80%,62.00%,17.30%,37.90%,19.10%,56.80%,67.50%,91.70%,11.9,4,0.211,0.293,0.272,0.261,59,-1.5,0.6
126,28.60%,3.20%,0.134,1.1,14.50%,47.00%,38.60%,12.50%,9.40%,16.30%,50.00%,33.70%,47.90%,32.40%,65.80%,56.60%,80.80%,4.4,3,0.227,0.252,0.361,0.26,61,-0.9,0.2
183,9.80%,8.70%,0.105,1.8,16.20%,35.30%,48.50%,13.60%,4.50%,29.30%,49.70%,21.10%,43.20%,25.20%,61.40%,75.60%,94.70%,12.3,3,0.204,0.283,0.309,0.26,65,0.7,1.2
155,18.10%,9.00%,0.051,1.6,18.90%,38.70%,42.30%,10.60%,2.10%,21.40%,62.50%,16.10%,48.10%,28.80%,65.80%,64.20%,84.20%,2.1,1,0.217,0.292,0.268,0.26,48,-1.9,-0.5
130,18.50%,8.50%,0.093,0.6,19.10%,42.60%,38.30%,5.60%,5.60%,13.70%,53.70%,32.60%,43.40%,26.10%,60.80%,74.20%,88.90%,4,2,0.212,0.277,0.305,0.26,52,-0.9,0
126,28.60%,9.50%,0.125,1.1,23.70%,30.30%,46.10%,8.60%,5.70%,22.10%,54.60%,23.40%,52.30%,35.70%,71.10%,52.60%,80.60%,4.5,2,0.188,0.272,0.313,0.26,48,1.2,0.2
217,18.90%,10.10%,0.082,3,22.20%,41.20%,36.60%,12.50%,3.60%,25.30%,46.80%,27.90%,46.60%,27.20%,67.90%,73.60%,93.30%,2.6,2,0.205,0.286,0.287,0.26,56,-1.6,-0.4
144,19.40%,2.80%,0.109,1.2,18.20%,47.30%,34.50%,2.60%,2.60%,18.00%,51.40%,30.60%,55.70%,37.10%,71.70%,65.90%,87.90%,5.7,1,0.232,0.257,0.341,0.26,59,-0.8,0.3
196,12.20%,6.60%,0.045,0.6,20.80%,49.40%,29.90%,21.70%,0.00%,25.30%,53.20%,21.50%,49.50%,30.70%,68.00%,66.00%,89.50%,6.2,0,0.24,0.295,0.285,0.259,43,-0.4,-0.1
107,15.00%,8.40%,0.096,1.2,21.50%,40.50%,38.00%,6.70%,6.70%,23.50%,50.60%,25.90%,46.00%,28.30%,60.70%,68.60%,88.60%,-1.6,2,0.202,0.274,0.298,0.259,59,-0.1,-0.4
320,13.40%,8.80%,0.074,2.5,22.30%,44.20%,33.50%,8.60%,2.50%,20.80%,63.30%,15.90%,41.20%,23.60%,56.80%,72.60%,94.10%,3.1,2,0.211,0.29,0.285,0.259,60,-2.1,-0.4
497,29.80%,3.60%,0.171,1.7,19.50%,36.60%,43.90%,13.20%,14.60%,19.80%,47.90%,32.30%,52.90%,39.90%,68.10%,58.50%,80.40%,3.6,21,0.194,0.227,0.365,0.259,57,0.4,-0.4
196,16.30%,3.10%,0.136,1.7,20.80%,53.20%,26.00%,10.00%,12.50%,16.00%,53.20%,30.80%,49.80%,32.30%,65.90%,68.30%,85.70%,1.6,5,0.217,0.247,0.353,0.258,41,-2.1,-0.9
410,12.40%,4.40%,0.104,3.5,19.80%,37.30%,42.90%,18.00%,5.80%,22.90%,58.90%,18.20%,49.00%,31.80%,64.10%,72.90%,94.90%,4.6,8,0.218,0.261,0.322,0.258,54,-0.7,-0.6
334,21.30%,6.90%,0.115,3,21.00%,34.80%,44.20%,13.60%,5.80%,20.60%,53.40%,26.10%,45.00%,30.20%,59.60%,57.40%,87.90%,4.9,6,0.207,0.265,0.322,0.258,57,-2.2,-0.3
297,17.50%,4.00%,0.097,2.2,19.30%,47.70%,33.00%,2.80%,4.20%,15.40%,64.30%,20.30%,54.70%,39.20%,69.60%,66.80%,80.80%,13.2,3,0.216,0.263,0.313,0.258,51,-1.6,0.4
294,18.70%,8.80%,0.092,4.8,15.00%,56.00%,29.00%,10.00%,5.00%,18.10%,59.50%,22.40%,39.90%,17.50%,58.10%,59.10%,91.30%,8.3,3,0.195,0.274,0.286,0.258,58,0.5,0.4
184,21.20%,5.40%,0.081,3.1,25.00%,59.80%,15.20%,10.00%,5.00%,19.60%,52.60%,27.80%,47.40%,34.00%,61.50%,76.70%,89.20%,4.8,1,0.227,0.277,0.308,0.257,52,-0.9,0
201,16.40%,7.50%,0.082,1.6,17.20%,46.30%,36.60%,24.50%,6.10%,25.00%,56.60%,18.40%,48.90%,31.10%,64.30%,65.00%,90.40%,8.8,3,0.211,0.277,0.292,0.257,63,-0.3,0.7
183,18.60%,3.30%,0.071,1.6,12.00%,58.60%,29.30%,12.80%,5.10%,23.70%,54.70%,21.60%,60.50%,48.90%,71.90%,67.40%,86.60%,7.3,2,0.226,0.27,0.298,0.257,51,-0.8,0.1
103,25.20%,6.80%,0.074,1.2,26.50%,42.60%,30.90%,0.00%,4.80%,11.60%,52.20%,36.20%,49.40%,26.20%,67.70%,63.00%,80.70%,1.5,1,0.213,0.275,0.287,0.257,47,0,-0.2
354,14.10%,7.60%,0.056,0.9,18.80%,57.70%,23.50%,4.70%,1.60%,16.70%,60.50%,22.80%,45.70%,28.30%,61.50%,75.60%,90.70%,7.5,1,0.234,0.294,0.29,0.257,61,-3.7,-0.2
111,20.70%,10.80%,0.074,1.2,20.50%,32.90%,46.60%,20.60%,2.90%,21.30%,54.70%,24.00%,47.30%,33.20%,61.80%,63.10%,83.10%,3.3,1,0.189,0.284,0.263,0.256,46,-0.8,-0.1
155,25.80%,9.70%,0.096,0.8,19.40%,46.90%,33.70%,3.00%,9.10%,15.20%,60.60%,24.20%,46.50%,27.10%,69.40%,57.60%,80.00%,2,3,0.199,0.279,0.294,0.256,57,-2.1,-0.3
161,16.10%,5.60%,0.134,2,16.90%,35.50%,47.60%,6.80%,5.10%,15.30%,55.70%,29.00%,50.70%,41.90%,60.40%,64.80%,89.40%,4.4,3,0.201,0.255,0.336,0.256,56,-1.4,0
299,19.10%,6.00%,0.096,2.9,14.90%,42.80%,42.30%,9.10%,5.70%,15.80%,54.30%,29.90%,46.60%,28.10%,62.90%,68.60%,86.00%,2.3,5,0.207,0.263,0.304,0.256,52,-0.1,-0.5
276,21.40%,2.90%,0.083,0.4,19.10%,46.70%,34.20%,13.20%,5.90%,24.20%,56.50%,19.30%,56.10%,44.00%,68.40%,67.60%,83.00%,13.2,4,0.234,0.262,0.317,0.255,53,-2,0.4
151,21.90%,11.30%,0.068,0.3,17.20%,55.60%,27.30%,18.50%,3.70%,31.30%,49.50%,19.20%,47.80%,31.60%,65.50%,60.90%,90.20%,3,1,0.197,0.298,0.265,0.255,58,-0.8,-0.1
137,29.20%,8.80%,0.113,0.1,17.90%,44.00%,38.10%,18.80%,9.40%,20.00%,43.50%,36.50%,48.20%,37.10%,63.50%,52.00%,79.10%,0.8,3,0.194,0.265,0.306,0.254,57,-2.1,-0.4
256,25.40%,9.00%,0.083,1.2,20.40%,46.90%,32.70%,17.00%,7.50%,22.20%,48.50%,29.30%,39.80%,23.50%,56.40%,44.40%,90.60%,9.1,4,0.21,0.282,0.293,0.254,54,-0.7,0.3
226,10.60%,4.00%,0.085,2.2,24.60%,48.20%,27.20%,3.80%,3.80%,13.50%,58.00%,28.50%,46.50%,29.80%,61.70%,77.80%,93.30%,2.5,2,0.236,0.262,0.321,0.254,55,-3.5,-0.6
112,18.80%,10.70%,0.061,0.1,17.70%,46.80%,35.40%,10.70%,3.60%,16.50%,60.80%,22.80%,43.10%,21.90%,63.10%,56.30%,87.10%,0.1,1,0.202,0.286,0.263,0.254,60,-0.3,-0.2
200,19.00%,5.50%,0.09,3,17.90%,52.30%,29.80%,6.70%,2.20%,23.80%,50.30%,25.80%,51.50%,29.90%,72.90%,64.30%,89.90%,5.5,1,0.223,0.265,0.314,0.253,52,-2.7,-0.3
236,25.00%,7.60%,0.113,3.9,15.60%,36.40%,48.10%,18.90%,5.40%,29.30%,50.30%,20.40%,53.40%,37.30%,70.00%,57.80%,82.80%,4,4,0.197,0.264,0.31,0.252,59,-1.3,-0.1
260,10.40%,11.20%,0.063,1.1,21.50%,49.20%,29.20%,14.00%,3.50%,19.20%,57.60%,23.20%,42.20%,22.60%,58.40%,72.20%,96.70%,6.4,2,0.198,0.306,0.261,0.252,52,-0.7,-0.1
192,21.40%,8.90%,0.1,2.3,24.40%,33.60%,42.00%,9.10%,5.50%,22.00%,53.00%,25.00%,45.20%,25.80%,60.50%,71.80%,84.40%,5.3,3,0.188,0.267,0.288,0.252,61,-0.4,0.2
458,30.30%,7.90%,0.142,4.4,21.90%,35.10%,43.00%,12.50%,11.70%,16.50%,49.10%,34.40%,45.00%,26.10%,63.00%,48.30%,85.30%,5.5,14,0.186,0.255,0.328,0.252,56,1.8,-0.3
258,23.30%,6.60%,0.077,1,20.00%,46.30%,33.70%,13.60%,5.10%,18.60%,53.10%,28.30%,45.40%,27.60%,60.90%,46.30%,92.80%,6.2,3,0.219,0.28,0.296,0.252,59,-0.4,0.2
144,18.10%,7.60%,0.085,2.6,15.10%,34.00%,50.90%,13.00%,3.70%,23.40%,53.30%,23.40%,51.10%,33.60%,65.50%,59.70%,86.80%,7,2,0.215,0.271,0.3,0.251,52,0,0.3
122,23.80%,11.50%,0.107,4.3,20.00%,52.00%,28.00%,9.50%,9.50%,16.90%,55.80%,27.30%,40.40%,22.10%,56.80%,66.70%,84.40%,1.4,2,0.175,0.281,0.282,0.251,56,-1,-0.2
158,13.30%,6.30%,0.069,1.6,19.50%,46.30%,34.10%,14.30%,2.40%,19.20%,56.80%,24.00%,52.30%,35.20%,69.20%,74.00%,82.80%,-2.6,1,0.208,0.269,0.278,0.251,45,-2.2,-1
122,21.30%,7.40%,0.081,0.8,24.10%,33.70%,42.20%,25.70%,2.90%,27.10%,56.50%,16.50%,42.00%,25.80%,57.90%,73.20%,89.10%,1.8,1,0.198,0.27,0.279,0.25,52,-0.8,-0.2
272,19.50%,2.20%,0.076,3.3,17.70%,52.20%,30.10%,1.60%,3.20%,26.40%,54.30%,19.30%,59.90%,45.40%,71.70%,63.40%,82.20%,11.5,2,0.24,0.258,0.317,0.25,53,-3.2,0.2
198,12.60%,9.10%,0.067,0.7,21.60%,47.10%,31.40%,12.50%,2.10%,20.10%,62.30%,17.50%,46.30%,31.60%,63.00%,73.60%,93.60%,3.3,1,0.202,0.279,0.27,0.25,52,-1.8,-0.4
252,22.60%,6.30%,0.074,2.2,25.30%,44.80%,29.90%,5.80%,3.80%,22.00%,50.30%,27.70%,48.70%,36.20%,63.30%,63.00%,83.20%,2.4,2,0.218,0.272,0.293,0.25,49,-1.3,-0.6
174,28.70%,8.60%,0.051,2.8,22.90%,56.20%,21.00%,0.00%,4.50%,18.50%,58.30%,23.20%,50.00%,28.00%,66.20%,50.00%,75.60%,2.6,1,0.205,0.277,0.256,0.248,43,-1.2,-0.5
296,19.90%,4.40%,0.116,2.5,18.20%,42.70%,39.10%,11.60%,7.00%,22.40%,58.30%,19.30%,55.30%,41.60%,70.20%,59.90%,83.70%,7.1,6,0.213,0.248,0.329,0.247,50,-2.1,-0.4
117,22.20%,2.60%,0.027,2.1,14.90%,54.00%,31.00%,7.40%,0.00%,29.90%,44.80%,25.30%,55.80%,44.30%,70.60%,48.00%,87.50%,1.8,0,0.248,0.274,0.274,0.247,53,-0.5,-0.1
122,20.50%,6.60%,0.092,1.5,19.50%,49.40%,31.00%,7.40%,11.10%,21.60%,60.20%,18.20%,51.40%,40.90%,62.40%,72.90%,87.00%,0.7,3,0.202,0.256,0.294,0.247,42,-2.4,-0.7
148,25.00%,5.40%,0.089,3.8,23.20%,54.50%,22.20%,9.10%,4.50%,11.80%,58.80%,29.40%,51.40%,35.40%,65.80%,62.10%,90.10%,1.4,1,0.207,0.255,0.296,0.247,49,-0.9,-0.3
291,16.80%,4.10%,0.116,2.7,16.90%,41.10%,42.00%,19.60%,5.40%,26.20%,48.00%,25.80%,46.20%,30.70%,63.10%,62.70%,90.40%,7.6,5,0.209,0.244,0.325,0.246,52,-0.7,0
142,14.10%,8.50%,0.065,1.8,15.70%,47.10%,37.30%,10.50%,2.60%,19.30%,60.60%,20.20%,45.00%,30.90%,59.80%,63.30%,91.20%,2.9,1,0.194,0.27,0.258,0.246,51,-3.2,-0.4
165,15.80%,7.90%,0.109,0.9,16.50%,50.40%,33.10%,10.00%,7.50%,29.00%,54.80%,16.10%,43.80%,29.80%,56.90%,67.00%,89.00%,2.9,3,0.184,0.256,0.293,0.246,50,-0.1,-0.2
199,29.10%,7.00%,0.095,4.2,25.00%,42.50%,32.50%,10.30%,7.70%,25.00%,52.40%,22.60%,44.40%,29.80%,58.50%,53.90%,86.10%,0.5,3,0.19,0.259,0.285,0.245,56,-0.3,-0.4
132,18.20%,2.30%,0.085,0.5,17.30%,52.90%,29.80%,9.70%,3.20%,16.20%,55.20%,28.60%,50.20%,32.00%,66.50%,74.30%,89.50%,4.8,1,0.225,0.242,0.31,0.245,46,-0.7,0
149,22.80%,8.10%,0.082,1.3,15.00%,50.00%,35.00%,22.90%,5.70%,28.70%,52.50%,18.80%,48.50%,30.90%,64.50%,46.90%,89.20%,0.2,2,0.187,0.259,0.269,0.243,38,-0.6,-0.7
171,21.60%,4.70%,0.045,3.8,19.80%,49.10%,31.00%,16.70%,0.00%,26.40%,55.20%,18.40%,52.50%,34.00%,70.20%,55.90%,88.70%,3.5,0,0.231,0.266,0.276,0.243,50,-1.4,-0.2
138,16.70%,5.80%,0.07,2.9,21.90%,49.50%,28.60%,30.00%,3.30%,20.80%,53.80%,25.50%,46.70%,31.70%,60.10%,69.20%,90.40%,3.7,1,0.211,0.261,0.281,0.242,43,-0.2,-0.2
215,18.10%,7.40%,0.075,1.6,24.80%,52.20%,22.90%,2.80%,2.80%,16.30%,60.00%,23.80%,39.70%,20.20%,56.70%,76.60%,97.60%,0.9,1,0.201,0.26,0.276,0.242,45,-2.1,-0.9
121,33.10%,5.00%,0.121,1.5,23.20%,34.80%,42.00%,10.30%,10.30%,21.10%,54.90%,23.90%,52.70%,38.40%,68.20%,60.20%,79.00%,2.3,3,0.178,0.244,0.299,0.242,43,0,-0.2
150,18.70%,8.70%,0.059,2,18.70%,56.10%,25.20%,22.20%,3.70%,22.00%,59.60%,18.40%,47.80%,33.10%,63.90%,68.70%,91.40%,0.5,1,0.2,0.27,0.259,0.242,51,-2.3,-0.6
172,16.90%,4.70%,0.108,0.7,15.40%,53.80%,30.80%,7.50%,7.50%,22.40%,50.00%,27.60%,53.90%,36.00%,69.40%,67.70%,89.10%,4.9,3,0.203,0.244,0.31,0.242,43,-0.8,-0.2
195,32.80%,7.70%,0.074,0.8,21.80%,41.80%,36.40%,10.00%,5.00%,20.70%,52.60%,26.70%,47.70%,33.50%,62.00%,59.20%,75.80%,7.2,2,0.2,0.263,0.274,0.241,50,0.2,0.2
231,26.40%,5.20%,0.084,3.7,22.30%,51.40%,26.40%,2.60%,2.60%,16.50%,53.80%,29.80%,46.00%,34.00%,59.30%,51.10%,89.00%,4.1,1,0.214,0.254,0.298,0.241,40,0.1,-0.5
167,19.80%,8.40%,0.053,1.2,22.40%,39.70%,37.90%,6.80%,0.00%,16.00%,62.20%,21.90%,48.60%,31.00%,65.30%,73.60%,88.10%,3.1,0,0.204,0.275,0.257,0.241,49,-1.4,-0.3
153,26.10%,9.20%,0.082,4.8,22.80%,48.90%,28.30%,15.40%,7.70%,30.30%,47.50%,22.20%,41.40%,26.30%,56.50%,44.90%,80.30%,1.9,2,0.194,0.268,0.276,0.24,42,-1.1,-0.5
127,12.60%,7.90%,0.099,1.3,13.50%,40.60%,45.80%,31.80%,2.30%,35.60%,48.50%,15.80%,52.50%,29.20%,71.30%,69.70%,88.90%,4,1,0.189,0.252,0.288,0.239,48,-0.6,0
155,16.10%,2.60%,0.099,2.9,18.80%,40.20%,41.00%,6.30%,4.20%,15.60%,65.60%,18.90%,46.60%,25.10%,65.00%,82.10%,89.20%,6.6,2,0.197,0.237,0.296,0.238,40,0,0.1
243,21.80%,6.20%,0.054,0.5,19.30%,48.50%,32.20%,9.10%,1.80%,17.90%,58.40%,23.70%,46.70%,30.60%,63.30%,47.00%,92.10%,2.2,1,0.211,0.263,0.265,0.238,46,-2.8,-0.9
151,21.20%,4.00%,0.106,1.5,15.30%,52.30%,32.40%,13.90%,5.60%,23.90%,54.00%,22.10%,52.10%,33.00%,67.20%,67.10%,83.10%,1.3,2,0.204,0.235,0.31,0.237,47,-0.7,-0.4
177,31.10%,4.50%,0.104,0.9,20.50%,33.90%,45.50%,9.80%,5.90%,17.00%,50.00%,33.00%,62.30%,45.40%,82.50%,54.70%,83.70%,0.5,3,0.196,0.237,0.301,0.237,51,-0.1,-0.4
256,29.70%,8.20%,0.103,1.5,20.00%,42.60%,37.40%,22.40%,8.60%,21.50%,51.90%,26.60%,47.80%,31.20%,62.60%,55.40%,77.70%,6.8,5,0.181,0.251,0.284,0.236,45,-2.7,-0.5
259,11.20%,2.30%,0.085,2.2,20.00%,50.50%,29.50%,4.60%,3.10%,18.10%,55.70%,26.20%,58.90%,47.20%,72.60%,69.60%,92.70%,4.6,2,0.219,0.243,0.304,0.236,41,-3.3,-1
171,23.40%,9.40%,0.116,0.7,11.40%,41.00%,47.60%,18.00%,8.00%,28.40%,59.60%,11.90%,47.10%,27.30%,64.50%,54.40%,81.50%,4.5,4,0.137,0.25,0.253,0.235,37,-0.3,-0.4
386,34.20%,5.40%,0.126,1.3,17.40%,32.60%,50.00%,14.70%,10.10%,16.20%,55.30%,28.50%,49.60%,33.00%,67.60%,51.80%,75.80%,6.9,11,0.174,0.23,0.3,0.235,47,-0.3,-0.5
195,33.80%,8.70%,0.124,2.7,17.10%,47.60%,35.20%,10.80%,10.80%,15.70%,48.20%,36.10%,52.70%,37.40%,67.50%,48.30%,80.60%,6.7,4,0.148,0.24,0.272,0.235,33,-0.9,-0.4
129,19.40%,3.10%,0.089,3.4,18.40%,54.10%,27.60%,25.90%,3.70%,24.50%,44.90%,30.60%,51.20%,34.40%,67.50%,70.10%,87.20%,1.9,1,0.203,0.24,0.293,0.234,44,-0.8,-0.3
202,26.20%,6.40%,0.115,1.9,13.60%,42.40%,44.00%,14.50%,7.30%,24.80%,51.10%,24.10%,48.60%,33.30%,64.50%,60.50%,85.30%,4.1,4,0.169,0.236,0.284,0.234,38,0.1,-0.4
158,22.20%,8.90%,0.106,0.8,17.00%,50.90%,32.10%,11.80%,11.80%,22.20%,50.00%,27.80%,48.20%,30.90%,64.70%,59.00%,83.60%,1.2,4,0.17,0.248,0.277,0.232,36,0.2,-0.6
135,18.50%,8.90%,0.067,3,19.10%,43.60%,37.20%,8.60%,2.90%,15.50%,65.00%,19.60%,43.20%,22.20%,63.40%,75.00%,91.60%,2.1,1,0.175,0.256,0.242,0.231,38,-1.1,-0.4
147,26.50%,7.50%,0.061,1.3,20.20%,50.00%,29.80%,17.90%,3.60%,30.20%,47.90%,21.90%,47.30%,26.70%,68.00%,52.60%,85.50%,3.1,1,0.189,0.255,0.25,0.23,39,0.1,-0.3
208,27.90%,9.10%,0.038,0.6,25.60%,47.20%,27.20%,2.90%,0.00%,18.00%,51.60%,30.50%,46.10%,27.30%,63.90%,59.80%,84.90%,0.8,0,0.192,0.273,0.231,0.23,41,-1.1,-0.9
120,21.70%,5.00%,0.056,2,18.80%,32.50%,48.80%,15.40%,2.60%,20.90%,59.30%,19.80%,51.10%,27.40%,69.50%,54.20%,84.70%,5,1,0.196,0.252,0.252,0.229,39,-0.7,0
213,19.20%,2.30%,0.093,3.1,19.40%,39.40%,41.20%,19.10%,5.90%,25.20%,55.10%,19.80%,53.70%,44.20%,63.20%,59.60%,90.30%,3.7,4,0.206,0.223,0.299,0.229,36,0,-0.5
139,25.20%,7.90%,0.08,1.3,20.90%,48.40%,30.80%,14.30%,7.10%,25.00%,45.70%,29.40%,45.50%,28.90%,60.90%,46.70%,87.10%,-0.2,2,0.176,0.246,0.256,0.227,36,-3.1,-1
218,28.90%,3.70%,0.088,1.1,14.90%,57.40%,27.70%,5.10%,10.30%,17.20%,59.30%,23.50%,48.60%,36.70%,60.10%,52.50%,80.80%,-2.1,4,0.195,0.23,0.283,0.227,40,-0.2,-1.1
129,22.50%,8.50%,0.07,0.1,19.00%,46.40%,34.50%,20.70%,6.90%,25.00%,54.60%,20.50%,46.10%,28.10%,59.20%,53.60%,85.10%,-2.8,2,0.167,0.246,0.237,0.227,31,-0.6,-1
105,17.10%,7.60%,0.108,1,7.80%,51.90%,40.30%,3.20%,6.50%,14.10%,61.50%,24.40%,48.30%,33.00%,65.40%,60.00%,79.30%,3,2,0.161,0.231,0.269,0.226,24,-0.9,-0.5
264,26.10%,3.40%,0.159,2.2,16.30%,38.60%,45.10%,14.50%,10.80%,17.40%,55.40%,27.20%,56.90%,41.70%,72.10%,65.60%,84.70%,6.9,9,0.167,0.201,0.327,0.225,32,-0.2,-0.6
160,20.60%,3.10%,0.09,3.3,18.00%,50.80%,31.10%,21.10%,5.30%,24.60%,52.50%,23.00%,61.00%,47.40%,75.30%,60.60%,80.70%,5.1,2,0.2,0.225,0.29,0.223,35,-1.1,-0.3
105,32.40%,9.50%,0.085,4.5,13.30%,51.70%,35.00%,9.50%,4.80%,16.70%,53.30%,30.00%,43.10%,22.50%,60.80%,51.20%,81.50%,3.8,1,0.149,0.238,0.234,0.222,34,0.2,-0.1
173,28.30%,5.80%,0.065,2.2,17.10%,44.80%,38.10%,12.50%,0.00%,22.70%,59.10%,18.20%,56.30%,40.80%,72.60%,59.00%,84.50%,1.8,0,0.188,0.253,0.253,0.221,33,-2.1,-0.9
182,33.50%,11.00%,0.075,1.7,18.60%,32.00%,49.50%,4.20%,2.10%,14.90%,55.50%,29.70%,50.00%,28.10%,72.10%,44.30%,74.40%,8.4,1,0.176,0.267,0.252,0.221,33,0.6,0
122,26.20%,9.00%,0.054,1.5,21.50%,38.00%,40.50%,0.00%,3.10%,16.50%,57.00%,26.60%,40.90%,23.50%,58.20%,64.90%,82.40%,3.4,1,0.171,0.246,0.225,0.22,34,-1.2,-0.3
150,24.00%,9.30%,0.104,1.2,21.40%,33.70%,44.90%,22.70%,6.80%,28.30%,48.50%,23.20%,46.00%,31.90%,61.00%,55.20%,82.60%,2.7,3,0.142,0.228,0.246,0.22,34,-0.6,-0.5
136,20.60%,9.60%,0.051,0.7,22.00%,38.50%,39.60%,11.10%,2.80%,17.00%,59.60%,23.40%,43.40%,23.50%,62.70%,61.90%,90.80%,2.9,1,0.169,0.254,0.22,0.22,30,-1,-0.5
218,27.10%,2.80%,0.083,5.4,13.30%,39.20%,47.60%,13.20%,4.40%,21.10%,55.90%,23.00%,50.50%,35.70%,64.60%,49.60%,80.90%,0.8,3,0.195,0.219,0.278,0.22,32,1.4,-0.8
